freq_GHz	trans_5deg_0.0deg_X	trans_5deg_5.0deg_X	trans_5deg_10.0deg_X	trans_5deg_15.0deg_X	trans_5deg_20.0deg_X	trans_5deg_25.0deg_X	trans_5deg_30.0deg_X	trans_5deg_35.0deg_X	trans_5deg_40.0deg_X	trans_5deg_45.0deg_O	trans_5deg_50.0deg_X	trans_5deg_55.0deg_X	trans_5deg_60.0deg_X	trans_5deg_65.0deg_X	trans_5deg_70.0deg_X	trans_5deg_75.0deg_X	trans_5deg_80.0deg_X	trans_5deg_85.0deg_X	trans_5deg_90.0deg_X	trans_5deg_95.0deg_X	trans_5deg_100.0deg_X	trans_5deg_105.0deg_X	trans_5deg_110.0deg_X	trans_5deg_115.0deg_X	trans_5deg_120.0deg_X	trans_5deg_125.0deg_X	trans_5deg_130.0deg_X	trans_5deg_135.0deg_E	trans_5deg_140.0deg_X	trans_5deg_145.0deg_X	trans_5deg_150.0deg_X	trans_5deg_155.0deg_X	trans_5deg_160.0deg_X	trans_5deg_165.0deg_X	trans_5deg_170.0deg_X	trans_5deg_175.0deg_X	trans_5deg_180.0deg_X	trans_5deg_185.0deg_X	trans_5deg_190.0deg_X	trans_5deg_195.0deg_X	trans_5deg_200.0deg_X	trans_5deg_205.0deg_X	trans_5deg_210.0deg_X	trans_5deg_215.0deg_X	trans_5deg_220.0deg_X	trans_5deg_225.0deg_O	trans_5deg_230.0deg_X	trans_5deg_235.0deg_X	trans_5deg_240.0deg_X	trans_5deg_245.0deg_X	trans_5deg_250.0deg_X	trans_5deg_255.0deg_X	trans_5deg_260.0deg_X	trans_5deg_265.0deg_X	trans_5deg_270.0deg_X	trans_5deg_275.0deg_X	trans_5deg_280.0deg_X	trans_5deg_285.0deg_X	trans_5deg_290.0deg_X	trans_5deg_295.0deg_X	trans_5deg_300.0deg_X	trans_5deg_305.0deg_X	trans_5deg_310.0deg_X	trans_5deg_315.0deg_E	trans_5deg_320.0deg_X	trans_5deg_325.0deg_X	trans_5deg_330.0deg_X	trans_5deg_335.0deg_X	trans_5deg_340.0deg_X	trans_5deg_345.0deg_X	trans_5deg_350.0deg_X	trans_5deg_355.0deg_X	trans_5deg_360.0deg_X
55.0	-4.189516010694	-3.987531128344	-3.755561771804	-3.468847217974	-3.202239456584	-2.9511615661939996	-2.728105249814	-2.5648507503839997	-2.4703218368839996	-2.429544392044	-2.4592778114639997	-2.5505053428939997	-2.707616033964	-2.9253463177039998	-3.177798691204	-3.445016088894	-3.735582294874	-3.9767350582439995	-4.172743263654	-4.3299855617839995	-4.401076736864	-4.399784508164	-4.332599583084	-4.270665111954	-4.164877834734	-4.096381130624	-4.015746059824	-4.012380543163999	-4.0256175426739995	-4.0744218258139995	-4.163480225024	-4.262962761334	-4.336866321974	-4.402836265974	-4.395678463394	-4.334828319964	-4.194329204974	-3.979407253674	-3.738110008654	-3.4542464641839996	-3.1813082126939998	-2.922592821534	-2.7191295055639997	-2.560934486794	-2.459320488384	-2.4123484520239997	-2.4393126396439997	-2.5275964168839997	-2.6977974800439997	-2.907365503724	-3.164385738784	-3.4337677387539998	-3.7232272056839997	-3.9757265476540002	-4.191658916884	-4.320878448894	-4.424418869424	-4.4079055218039995	-4.365376892504	-4.277197781013999	-4.186257305554	-4.0974459080039995	-4.031479778704	-4.018188896593999	-4.038429680284	-4.0918187526939995	-4.170216980394	-4.271320763044	-4.358229580334	-4.415958347734	-4.416965427804	-4.350581589153999	-4.211209240374
55.04004004004004	-4.246162402206341	-4.0901885357827465	-3.849082531571616	-3.5851354442153496	-3.3019088043103526	-3.0546382729466584	-2.842543236672815	-2.6622249247787897	-2.564293826606158	-2.533502705289911	-2.557618500655166	-2.6540678896470786	-2.8158352783719733	-3.0141303819174285	-3.262903832165028	-3.527671618806909	-3.8174229119925185	-4.06271034205399	-4.256293631950958	-4.393490370391779	-4.4623900028434615	-4.4615909860556355	-4.38943987022855	-4.304854651773995	-4.218126809697601	-4.123056962145878	-4.053253660273004	-4.056884887878463	-4.071116974947301	-4.1207303018238175	-4.209638548393726	-4.309816989632555	-4.3921774663380795	-4.458649194335516	-4.479765147003343	-4.416362327199398	-4.279383086643259	-4.070391111845085	-3.8310502163181006	-3.571244117195818	-3.2932863252790217	-3.0433826196582	-2.8251747806415826	-2.6703748321774703	-2.566613832691144	-2.5160213605663877	-2.5515116987189126	-2.639602370749772	-2.801286756393867	-3.014909758643377	-3.2534377864346267	-3.538114895514479	-3.8081075028837277	-4.055438525270286	-4.2635735034089155	-4.392949857098175	-4.464536133293983	-4.451157393822521	-4.401593902389429	-4.322293266343906	-4.2222287739010325	-4.143004903386411	-4.078648089950543	-4.069142885815831	-4.085327418182848	-4.14358674734449	-4.225124396420706	-4.315242765005717	-4.41390580058847	-4.482139244280332	-4.490568104750762	-4.42195681844369	-4.2942760132125
55.08008008008008	-4.304474475924056	-4.157133259864624	-3.910629644226003	-3.650180418985272	-3.3766021403307644	-3.135565424283828	-2.9172749735873813	-2.7451318934978985	-2.6455595719468494	-2.6163668822787507	-2.64310335843838	-2.73290105952885	-2.8985922987489023	-3.0997397013639465	-3.3338855388648367	-3.6039852021461605	-3.8692243905250203	-4.1182822297527215	-4.304953969811894	-4.435184666285169	-4.501186813737033	-4.486242360120478	-4.40797475335173	-4.32430453910166	-4.220685438051811	-4.138949311112545	-4.072904535661673	-4.053318519067789	-4.076514463586959	-4.12790753288972	-4.220692012102791	-4.319184505129727	-4.413191535147024	-4.485061478866762	-4.506359546087242	-4.455205845222435	-4.331442191853063	-4.159573641323786	-3.904238242344142	-3.6463937018966743	-3.3664667448220364	-3.1234251134828184	-2.9090506891461394	-2.7411636040702527	-2.6409330787452077	-2.597675797873806	-2.621350664926347	-2.7146845772534847	-2.8733881010885094	-3.0821999519638053	-3.330242076252435	-3.599502935478513	-3.873287207308866	-4.11190750929124	-4.308914190718319	-4.439156316484758	-4.5013235495368225	-4.488284766796113	-4.432422987745224	-4.336708104583663	-4.2382751064274	-4.1407653948293905	-4.089702170825718	-4.064093668482254	-4.079550060482102	-4.13384105152949	-4.219127796733153	-4.330628255642311	-4.431383487515834	-4.4976902723391055	-4.510726310529494	-4.469113919288331	-4.336673914551333
55.12012012012012	-4.270771516567534	-4.134388153494681	-3.910850203667323	-3.6533505983325476	-3.4008433735190655	-3.1571757287372333	-2.9414641830795745	-2.790039046975312	-2.678557885173958	-2.6541912815759723	-2.685316929465702	-2.7735639236521576	-2.925646860912908	-3.1316826496205667	-3.371381237215432	-3.6203595641984045	-3.8825546387239918	-4.107486011979338	-4.268733160867686	-4.386431374936067	-4.4308920266953775	-4.4005423883272705	-4.323173062099704	-4.2353672897676935	-4.125358573181507	-4.029355647920244	-3.9709493113924066	-3.9456904044150796	-3.965675924149523	-4.0294521888289525	-4.131327375868591	-4.239049354704506	-4.3413849022442355	-4.419528203915405	-4.445673835397115	-4.415869956492462	-4.30613739735318	-4.121848526173479	-3.896777032247414	-3.6394948388850707	-3.383606227188434	-3.134826300970115	-2.9349886170568125	-2.7720726669932976	-2.673338988397472	-2.6343279388384637	-2.6669690446582544	-2.7576844021563014	-2.9171657929711374	-3.1220956051450415	-3.3611176223882846	-3.6152431079379554	-3.8726556740161846	-4.09880675519198	-4.279116881373363	-4.395199724375376	-4.4348033715451365	-4.413330648271324	-4.343262117064299	-4.24639496812397	-4.1192445757308755	-4.039147291329525	-3.9773038724652308	-3.956270703560424	-3.982505026753698	-4.035016701613637	-4.12849795304835	-4.24342008562769	-4.3475503995397	-4.4253882175609	-4.45733272730099	-4.4230148372113485	-4.303725682457084
55.16016016016016	-4.257548612598605	-4.123104324290957	-3.9126277547026382	-3.6569157063945297	-3.3948270799182234	-3.1561430373656205	-2.948711702617151	-2.7865368298020154	-2.690300574844189	-2.6510118540376717	-2.6829577305676016	-2.7749369688178427	-2.92994996588484	-3.1270853852210867	-3.3627336301664617	-3.6191643768410873	-3.8655276271842904	-4.079095344722399	-4.2425302263120885	-4.337445657371377	-4.369394132646843	-4.3376423868316065	-4.24819524601417	-4.141369532495051	-4.041149901871588	-3.9501020736085253	-3.896987975620227	-3.870774757591369	-3.896459183019428	-3.9616219039959133	-4.070388905835154	-4.18597180918238	-4.288816695173922	-4.382339382276765	-4.417110498684482	-4.379721560112759	-4.287424725894321	-4.120759805717023	-3.8926183367946	-3.6400432975267516	-3.3845886744601446	-3.1439434956552392	-2.9368353844244983	-2.7856473468903555	-2.6825155314142486	-2.6400778870770614	-2.6668180800862413	-2.7640958251967414	-2.912557039611776	-3.1156844073255408	-3.355966794437653	-3.600427394113248	-3.849308366847453	-4.075396318409836	-4.240157156219245	-4.348185094106182	-4.383059457936081	-4.348048648998364	-4.268112362765511	-4.156333741682317	-4.040764657546843	-3.955910682403149	-3.8933101501809375	-3.8856558930612786	-3.907048030861158	-3.9638655681673036	-4.0734700662203185	-4.187215758000297	-4.3041501338352335	-4.390161586075694	-4.421602231203651	-4.40283655639301	-4.295077969441347
55.2002002002002	-4.245356851721725	-4.106688480687599	-3.8987432123751566	-3.6471962483330134	-3.385531456828878	-3.149563685645044	-2.9501392761067855	-2.7928631342387473	-2.6863573951559947	-2.6554175333421712	-2.686023807714594	-2.7668192218066756	-2.920763381693542	-3.114440998959318	-3.3517280196264156	-3.5954760661177576	-3.844571599347848	-4.0556636442210925	-4.220601142792915	-4.317138941886539	-4.357649904204848	-4.32385606387725	-4.232182422885039	-4.1217291838103645	-4.014987079563778	-3.9249302539872524	-3.867694398748153	-3.8312636260382624	-3.850018132643448	-3.9245287318073223	-4.024679351826691	-4.1517083254349805	-4.2553312053809265	-4.339664567428163	-4.37922835311516	-4.3557620930067005	-4.2631825692842575	-4.100532030887339	-3.8820203110414924	-3.6334127681412616	-3.380156140042973	-3.147613024778358	-2.943404682493162	-2.776175051804063	-2.6828382818009806	-2.638704902626005	-2.6601387381365353	-2.759714402804494	-2.914931513135094	-3.104248661271631	-3.342879436484895	-3.594379359032513	-3.83658683941006	-4.059025139510882	-4.225199601405177	-4.323542420543265	-4.368475015073117	-4.335347016025539	-4.2565100088912855	-4.14248365668467	-4.021275477937682	-3.9415809118642593	-3.8698438252997542	-3.8528017041589746	-3.876145000897093	-3.9422319279929785	-4.030319713701447	-4.159256173651548	-4.267762951511356	-4.349671967004969	-4.393920260115009	-4.37800319091598	-4.283048369000054
55.24024024024024	-4.20879165354941	-4.08189114817064	-3.878731099208328	-3.6424914761835834	-3.398783545818928	-3.165615664100279	-2.9671866981963753	-2.81367241536079	-2.7066646798702485	-2.6711897687699784	-2.6982094477703082	-2.7853284686307584	-2.9433364848956836	-3.1349126951239414	-3.3634517023266737	-3.6029653895169145	-3.8485513215440017	-4.039888975724452	-4.2019075941497075	-4.288764645261691	-4.314547018478057	-4.281145278626257	-4.177167385060251	-4.0707817187325634	-3.959475170258751	-3.857406856288871	-3.8021677187009435	-3.776624059049532	-3.782025338166168	-3.8606714037597123	-3.9589622309413643	-4.076148505192474	-4.18457480115872	-4.274553063621032	-4.316296586987008	-4.308548295332442	-4.218545333272503	-4.068111516566976	-3.873667285480191	-3.6298498572701896	-3.38143420743058	-3.15655134699097	-2.955592865210399	-2.7896746947045425	-2.688659966759137	-2.6538083197612394	-2.6756335273678458	-2.7670680949035513	-2.927576955958356	-3.1193768901677856	-3.343568963207635	-3.59062213820232	-3.8329577670246926	-4.041941490489378	-4.193915973788176	-4.3001912802298285	-4.320510906734273	-4.28398476657983	-4.200564368221152	-4.081992963642924	-3.970032997187069	-3.871052345585297	-3.806419086400613	-3.777417667862835	-3.7980431503176098	-3.867307951732415	-3.9626295905361384	-4.069570260231903	-4.19662769228845	-4.286233888601062	-4.334461810224095	-4.330043573153855	-4.23710253526956
55.28028028028028	-4.259889372643808	-4.14541484600711	-3.955069168719273	-3.722005111723077	-3.482504822035149	-3.254444883199823	-3.052944437331034	-2.9019558341915643	-2.809463121559693	-2.7779772589994223	-2.8074197103783214	-2.8937366297980405	-3.052732706119843	-3.2510342214155785	-3.483709726055409	-3.7173607194754585	-3.959430424705509	-4.150922388212646	-4.300297900890134	-4.378308211292237	-4.388137488555329	-4.338301245321685	-4.230492943683978	-4.110651809579453	-3.987805456059504	-3.888008849926261	-3.8225798476048096	-3.8003945169717066	-3.815104857862377	-3.8791422221492535	-3.974506345759984	-4.093337458577712	-4.213309731496361	-4.313811880256871	-4.3668801529640975	-4.361041720612146	-4.27918009098678	-4.140981977339694	-3.9337628071919055	-3.7108660350910148	-3.465916091664608	-3.2420524725584214	-3.0445156274453686	-2.8910287842243374	-2.7962899172757085	-2.758623851360133	-2.7900558134179008	-2.8786879471737064	-3.0383305578747475	-3.2356648240351182	-3.462700089224367	-3.71000562730598	-3.9436868597918555	-4.147008885899823	-4.300490177472506	-4.388484215522096	-4.4067881601763	-4.348291250122897	-4.24666782857519	-4.122557217222517	-4.003207496740365	-3.906877839451977	-3.8346691688125074	-3.8019689232490035	-3.820870809293438	-3.885270635450645	-3.985780720766191	-4.1023446829141985	-4.221323905925239	-4.319446341811936	-4.37687927017662	-4.369547155691796	-4.291423943237611
55.32032032032032	-4.251173627061641	-4.1378974690555745	-3.951870342185274	-3.7315687711156444	-3.490932100682571	-3.2764806418349934	-3.0836936900438827	-2.9358925662198088	-2.8369410918940026	-2.809109027705864	-2.836633780373412	-2.934146483052871	-3.0840720417060448	-3.2799475699308696	-3.505582672732942	-3.7348371855435825	-3.964761307077056	-4.165216701797567	-4.293533680347327	-4.365518346119839	-4.378432510643633	-4.32041794977988	-4.200392730752783	-4.085054783763213	-3.9569376775418417	-3.8632087025318014	-3.7949288421508505	-3.7671606085141836	-3.8002958722878977	-3.8546700088878074	-3.962414272349429	-4.085898433747177	-4.19345464985982	-4.296945470737327	-4.349989251478268	-4.339274654672342	-4.269261474754203	-4.13809452404101	-3.94474894581106	-3.714196479147446	-3.4892071797257644	-3.2593776070299083	-3.0656896520888677	-2.9193476280095383	-2.8276094653188473	-2.7959134063510196	-2.8157019691893277	-2.918839027249518	-3.0677704873446734	-3.259598591216996	-3.494109416305825	-3.7205687889282975	-3.9507476310046434	-4.149837067208388	-4.297610040457227	-4.373019021824855	-4.381213205385806	-4.316707085592102	-4.221603336785296	-4.098226086667938	-3.9668773714942938	-3.8712364599028026	-3.8076733672059957	-3.786252259283974	-3.8094974874731125	-3.8687421913069566	-3.9613016704508905	-4.084595474541482	-4.202363032867598	-4.301719655056276	-4.3631980946854245	-4.353701782926446	-4.289550408979489
55.36036036036036	-4.2751297850147845	-4.163775915104152	-3.9838988358191947	-3.768825903272798	-3.5382436789163103	-3.325822564531265	-3.1290192095300022	-2.974797485785315	-2.885847171818199	-2.855543878300272	-2.8858052144500914	-2.9746897291836065	-3.118964256072797	-3.3079882340684716	-3.520299549179824	-3.7560725627003664	-3.9842057041499177	-4.171120852639559	-4.292798405975326	-4.367557446833887	-4.356776283273165	-4.2915492859265	-4.168302199461093	-4.042176120590283	-3.9221462114763206	-3.8111540676582134	-3.7418769787337083	-3.7255957026008284	-3.7448672567725394	-3.8068834646650616	-3.911598049443621	-4.038875909135602	-4.156345963078214	-4.267678031647945	-4.332633407939833	-4.3464355239266785	-4.28176040330028	-4.154864838129197	-3.977493211633881	-3.760636029618833	-3.5244161831654988	-3.3092606740295523	-3.1218461524578403	-2.96280682905901	-2.8769184325506334	-2.8395647708627934	-2.8643176154315326	-2.9598098194610833	-3.105892405450094	-3.289884716145229	-3.517358393956852	-3.741308973316402	-3.972330538675773	-4.1685285038022615	-4.298901006584154	-4.373231873452806	-4.358435186858388	-4.2937288785122645	-4.183857903421544	-4.057744557390102	-3.9257983287478515	-3.826940187066682	-3.7592271068428076	-3.731827440162269	-3.756298948650467	-3.8196060986425397	-3.923981042196234	-4.045151013117495	-4.16763411624308	-4.280441402987853	-4.344449119129382	-4.35619790127794	-4.292289096631902
