freq,trans
140.0,0.7292731572326768
140.08008008008008,0.7326646969638774
140.16016016016016,0.7346249006152321
140.24024024024024,0.7394760483975027
140.32032032032032,0.7438120532548493
140.4004004004004,0.74955339754071
140.48048048048048,0.7543440115200784
140.56056056056056,0.7589321070860238
140.64064064064064,0.763555980051259
140.72072072072072,0.768418847148791
140.8008008008008,0.7742485769448336
140.88088088088088,0.7792345521112821
140.96096096096096,0.7849391186441351
141.04104104104104,0.7898524540166684
141.12112112112112,0.7953076904051525
141.2012012012012,0.800192192549265
141.28128128128128,0.8055952441979956
141.36136136136136,0.8107212966777628
141.44144144144144,0.8169938826883766
141.52152152152152,0.8225528677140603
141.6016016016016,0.8285106658181811
141.68168168168168,0.8329017702994594
141.76176176176176,0.8386763518667009
141.84184184184184,0.8432235666916987
141.92192192192192,0.8493695665736966
142.002002002002,0.8535708800546382
142.08208208208208,0.859443586116163
142.16216216216216,0.8633183912853215
142.24224224224224,0.8686990376783439
142.32232232232232,0.8723436198319456
142.4024024024024,0.877887222905767
142.48248248248248,0.881340498891622
142.56256256256256,0.8864067947270533
142.64264264264264,0.8888569758224834
142.72272272272272,0.8933903297063654
142.8028028028028,0.8948934508732282
142.88288288288288,0.8996323572776602
142.96296296296296,0.9008992038289658
143.04304304304304,0.9053222784693442
143.12312312312312,0.9054745739969049
143.2032032032032,0.9093229230028994
143.28328328328328,0.9096389697192939
143.36336336336336,0.9126761648300558
143.44344344344344,0.9115347430098375
143.52352352352352,0.9128402517461208
143.6036036036036,0.9116104451550527
143.68368368368368,0.9124386867526015
143.76376376376376,0.9100834330345632
143.84384384384384,0.9093340292609007
143.92392392392392,0.9068521588537508
144.004004004004,0.906186343456868
144.08408408408408,0.903765569546119
144.16416416416416,0.9016062385912915
144.24424424424424,0.8986243204820804
144.32432432432432,0.895449886200216
144.4044044044044,0.8926518629822776
144.48448448448448,0.8881935248553129
144.56456456456456,0.8845373383539651
144.64464464464464,0.8793791141837882
144.72472472472472,0.8758238644373308
144.8048048048048,0.8701260399214242
144.88488488488488,0.8665501286905458
144.96496496496496,0.8608883978311148
145.04504504504504,0.8574869455014607
145.12512512512512,0.8513407780739578
145.2052052052052,0.8472937433853859
145.28528528528528,0.8407400420393856
145.36536536536536,0.8362747533032655
145.44544544544544,0.8297595735142749
145.52552552552552,0.825443200475915
145.6056056056056,0.8190660634357935
145.68568568568568,0.8142359357668075
145.76576576576576,0.8077027231666672
145.84584584584584,0.8026961149397247
145.92592592592592,0.7966739964983881
146.006006006006,0.791561717732563
146.08608608608608,0.7858927779716015
146.16616616616616,0.7813477088031983
146.24624624624624,0.7760744528939111
146.32632632632632,0.7711460474344851
146.4064064064064,0.7653826684257723
146.48648648648648,0.7603672864480111
146.56656656656656,0.7547199884245253
146.64664664664664,0.7496748924951355
146.72672672672672,0.7447717176531912
146.8068068068068,0.7401592241252424
146.88688688688688,0.7356749339216396
146.96696696696696,0.7309304774193257
147.04704704704704,0.7264199148557171
147.12712712712712,0.7220214906544351
147.2072072072072,0.7179423302087334
147.28728728728728,0.7142507048720411
147.36736736736736,0.7106705382316396
147.44744744744744,0.7069066616856929
147.52752752752752,0.7031602227252599
147.6076076076076,0.6991865268857042
147.68768768768768,0.6960814344463258
147.76776776776777,0.6919969016595414
147.84784784784785,0.6889632261547209
147.92792792792793,0.6852655200568714
148.008008008008,0.6825423411456562
148.08808808808809,0.6794332143467102
148.16816816816817,0.6769737718630718
148.24824824824825,0.6743819558868194
148.32832832832833,0.6721188250694717
148.4084084084084,0.6694171010218838
148.48848848848849,0.6674225386811621
148.56856856856857,0.6652845624705324
148.64864864864865,0.6635041132525586
148.72872872872873,0.6610239480246388
148.8088088088088,0.658884862425928
148.88888888888889,0.6571299273901362
148.96896896896897,0.6555691411666286
149.04904904904905,0.6546072829850386
149.12912912912913,0.6532148272195923
149.2092092092092,0.6524952756035451
149.2892892892893,0.6508804730065054
149.36936936936937,0.6498641896745924
149.44944944944945,0.6484863849375971
149.52952952952953,0.6476948236314743
149.6096096096096,0.6471640892991084
149.6896896896897,0.6464888565607345
149.76976976976977,0.6453451742021942
149.84984984984985,0.6441911911094275
149.92992992992993,0.6432944253477896
150.01001001001,0.6435221745154867
150.0900900900901,0.6438964605222328
150.17017017017017,0.6447161263928677
150.25025025025025,0.6448546052133594
150.33033033033033,0.64486101524175
150.4104104104104,0.6451802716571258
150.4904904904905,0.6459668029647488
150.57057057057057,0.6467377237273741
150.65065065065065,0.6472164961585091
150.73073073073073,0.6473936332123755
150.8108108108108,0.6481116418372064
150.8908908908909,0.6487481749471635
150.97097097097097,0.6501189778897165
151.05105105105105,0.6515480943228099
151.13113113113113,0.6533074354403227
151.2112112112112,0.6546612462325015
151.2912912912913,0.6562184568644459
151.37137137137137,0.6577138485203378
151.45145145145145,0.6596439487256894
151.53153153153153,0.6614765458086626
151.6116116116116,0.663388154504037
151.6916916916917,0.6647228665095
151.77177177177177,0.6665081517740125
151.85185185185185,0.6688115493554722
151.93193193193193,0.6715694192775736
152.012012012012,0.6749395339098087
152.0920920920921,0.6775077897423581
152.17217217217217,0.6804046258838921
152.25225225225225,0.6824944824093255
152.33233233233233,0.6855475382340283
152.4124124124124,0.6884986268177269
152.4924924924925,0.6921034990889426
152.57257257257257,0.6949540665161572
152.65265265265265,0.6981406194792958
152.73273273273273,0.7012789091224583
152.8128128128128,0.70534825287436
152.8928928928929,0.7090793073140494
152.97297297297297,0.7133900586335686
153.05305305305305,0.7172277578804134
153.13313313313313,0.7215324159516063
