freq,trans
140.0,0.08814398635857223
140.08008008008008,0.08960700805392671
140.16016016016016,0.0913582141734516
140.24024024024024,0.09497781319449673
140.32032032032032,0.09895012789311339
140.4004004004004,0.10341373872911855
140.48048048048048,0.10789446916253484
140.56056056056056,0.11228324693801289
140.64064064064064,0.1168724928362518
140.72072072072072,0.12192307538189474
140.8008008008008,0.12768428934276882
140.88088088088088,0.13321545990192668
140.96096096096096,0.13842227265236834
141.04104104104104,0.14385757422336687
141.12112112112112,0.14936045918456003
141.2012012012012,0.15581240682550973
141.28128128128128,0.16156082483540163
141.36136136136136,0.16782455984266745
141.44144144144144,0.17357847522209108
141.52152152152152,0.1803240536474781
141.6016016016016,0.18628255816729034
141.68168168168168,0.19285447274487189
141.76176176176176,0.19827272958735592
141.84184184184184,0.20475443606051494
141.92192192192192,0.21037035932127188
142.002002002002,0.21689305852942006
142.08208208208208,0.22211995958689332
142.16216216216216,0.22768465673941377
142.24224224224224,0.23236054364008088
142.32232232232232,0.2373621165342611
142.4024024024024,0.24130354527638287
142.48248248248248,0.2451509230156401
142.56256256256256,0.24888396212274264
142.64264264264264,0.2522618646259432
142.72272272272272,0.25570484443889785
142.8028028028028,0.25750814723128135
142.88288288288288,0.26032091021065035
142.96296296296296,0.2613898271808098
143.04304304304304,0.2635733798355434
143.12312312312312,0.2636327344513989
143.2032032032032,0.265615331170457
143.28328328328328,0.2655677743991697
143.36336336336336,0.26705077374195596
143.44344344344344,0.2653903264167479
143.52352352352352,0.2660589098703307
143.6036036036036,0.26426390828846
143.68368368368368,0.2645534484041615
143.76376376376376,0.26150322393697645
143.84384384384384,0.2602722585717977
143.92392392392392,0.25719540440676775
144.004004004004,0.2560268881060066
144.08408408408408,0.252857082771127
144.16416416416416,0.2503452482595737
144.24424424424424,0.2463434977948722
144.32432432432432,0.24301276902932784
144.4044044044044,0.23900066604587725
144.48448448448448,0.235235634168188
144.56456456456456,0.23092301370099216
144.64464464464464,0.22663717285101156
144.72472472472472,0.22269087259925358
144.8048048048048,0.2181201785024256
144.88488488488488,0.21476301223706842
144.96496496496496,0.20991917642882713
145.04504504504504,0.20655964373054359
145.12512512512512,0.20125938511133967
145.2052052052052,0.19791000253017801
145.28528528528528,0.1926761726611066
145.36536536536536,0.1891348963942423
145.44544544544544,0.1840939489818804
145.52552552552552,0.18061163757819965
145.6056056056056,0.1754240673737655
145.68568568568568,0.171897387122744
145.76576576576576,0.16686950910254172
145.84584584584584,0.16392938689783684
