freq,trans_dB
90.0,-4.626369980758114
90.05005005005005,-4.628587841192328
90.10010010010011,-4.587266226820436
90.15015015015015,-4.537235434816821
90.2002002002002,-4.510689653078659
90.25025025025025,-4.46009118857876
90.30030030030031,-4.451307017040613
90.35035035035035,-4.394793671631731
90.4004004004004,-4.310389842526135
90.45045045045045,-4.322939622720975
90.50050050050051,-4.234099492614252
90.55055055055055,-4.156255571859468
90.6006006006006,-4.149034105484055
90.65065065065065,-4.1205271711351505
90.70070070070071,-3.980189194170214
90.75075075075075,-3.9464445949797686
90.8008008008008,-3.9955315130768527
90.85085085085085,-3.887089996629399
90.90090090090091,-3.802853081534058
90.95095095095095,-3.794257663199439
91.001001001001,-3.712983098915469
91.05105105105105,-3.6283533535326913
91.10110110110111,-3.6099215749487366
91.15115115115115,-3.542310984696022
91.2012012012012,-3.44029608825386
91.25125125125125,-3.4467527091001102
91.30130130130131,-3.3973341316006813
91.35135135135135,-3.2882642937400526
91.4014014014014,-3.2237882743077093
91.45145145145145,-3.1720526265652254
91.50150150150151,-3.065676128699938
91.55155155155155,-2.9942992094249044
91.6016016016016,-2.9674838844896465
91.65165165165165,-2.8565472862662937
91.70170170170171,-2.777782802919068
91.75175175175175,-2.7681290932964395
91.8018018018018,-2.7058469325547274
91.85185185185185,-2.6049360566804705
91.90190190190191,-2.5529966182832604
91.95195195195195,-2.4925305765410046
92.002002002002,-2.3724406505318916
92.05205205205205,-2.2993138172156087
92.10210210210211,-2.2638678430914627
92.15215215215215,-2.1478670343457336
92.2022022022022,-2.069957034174636
92.25225225225225,-2.0463151281612846
92.30230230230231,-1.9623291219640409
92.35235235235236,-1.852722908626972
92.4024024024024,-1.79895070805589
92.45245245245245,-1.7477346727260064
92.50250250250251,-1.6333467366607264
92.55255255255256,-1.5651359364901893
92.6026026026026,-1.5057821332762305
92.65265265265265,-1.4004259497622573
92.70270270270271,-1.3464825744216602
92.75275275275276,-1.3043349508808064
92.8028028028028,-1.209879405111685
92.85285285285285,-1.1369114912246674
92.90290290290291,-1.0668776574571268
92.95295295295296,-0.9925274795915809
93.003003003003,-0.9119549163073964
93.05305305305305,-0.8843439370474568
93.10310310310311,-0.7820030899592251
93.15315315315316,-0.7119484971196648
93.2032032032032,-0.6839738548468371
93.25325325325325,-0.6323820110342661
93.30330330330331,-0.5495232162313632
93.35335335335336,-0.49996396466910703
93.4034034034034,-0.4557888740941317
93.45345345345345,-0.367295662232301
93.50350350350351,-0.3520216983195978
93.55355355355356,-0.316333116805326
93.6036036036036,-0.23930311957842515
93.65365365365365,-0.21354854074313495
93.70370370370371,-0.209568165320698
93.75375375375376,-0.13025255063512844
93.8038038038038,-0.08910585202854746
93.85385385385385,-0.10547678289248938
93.90390390390391,-0.05408235703029147
93.95395395395396,0.006282363367781199
94.004004004004,-0.055110091105562344
94.05405405405405,-0.010870569224342253
94.10410410410411,0.05310604882917008
94.15415415415416,0.013128048119995364
94.2042042042042,-0.007119074686020464
94.25425425425425,0.04509942900554087
94.30430430430431,0.0250078641012339
94.35435435435436,-0.03411120550875825
94.4044044044044,0.018285945854236894
94.45445445445445,0.008635601195707466
94.50450450450451,-0.0772364736421434
94.55455455455456,-0.06767479565759463
94.6046046046046,-0.06057505687845166
94.65465465465465,-0.13950630335465616
94.70470470470471,-0.16319678076388222
94.75475475475476,-0.14611568671435093
94.8048048048048,-0.21506260923597847
94.85485485485485,-0.3006029893190373
94.90490490490491,-0.2842165196676775
94.95495495495496,-0.33321035782676567
95.005005005005,-0.417768105338393
95.05505505505505,-0.4329031153449178
95.10510510510511,-0.45821048108119217
95.15515515515516,-0.5470456983734991
95.2052052052052,-0.6132222163932091
95.25525525525525,-0.6520686989738685
95.30530530530531,-0.7390755631546234
95.35535535535536,-0.8069200892093817
95.4054054054054,-0.8436693902554423
95.45545545545545,-0.9214255896209887
95.50550550550551,-1.0162821000139046
95.55555555555556,-1.0732270345285433
95.6056056056056,-1.1218600303562598
95.65565565565565,-1.205885737072992
95.70570570570571,-1.2832657755653227
95.75575575575576,-1.346264497654488
95.8058058058058,-1.435725081769561
95.85585585585585,-1.5073774759975733
95.90590590590591,-1.5504173498158529
95.95595595595596,-1.621525390493636
96.006006006006,-1.7208564279409224
96.05605605605605,-1.78966210195168
96.10610610610611,-1.836571908602082
96.15615615615616,-1.9344490222441157
96.2062062062062,-2.020492145367928
96.25625625625625,-2.090440540711849
96.30630630630631,-2.1679048870247413
96.35635635635636,-2.239398627463998
96.4064064064064,-2.3131099221728157
96.45645645645645,-2.393668899109766
96.50650650650651,-2.470124471386761
96.55655655655656,-2.5455539563118923
96.6066066066066,-2.6188627814230774
96.65665665665665,-2.689214675541582
96.70670670670671,-2.7404336924775587
96.75675675675676,-2.820431662022674
96.8068068068068,-2.879751083945053
96.85685685685685,-2.919244470008776
96.90690690690691,-2.9966547196434448
96.95695695695696,-3.0912691381111825
97.007007007007,-3.1493529944943193
97.05705705705705,-3.210241343517365
97.10710710710711,-3.275244486673071
97.15715715715716,-3.341783321675881
97.2072072072072,-3.419794549219863
97.25725725725725,-3.4817979663258725
97.30730730730731,-3.52614582377643
97.35735735735736,-3.6012200054673116
97.4074074074074,-3.6765208703867835
97.45745745745745,-3.7228574228109315
97.50750750750751,-3.772971662109767
97.55755755755756,-3.824782539432499
97.6076076076076,-3.861431920514944
97.65765765765767,-3.9185940092867413
97.70770770770771,-3.9815607570202634
97.75775775775776,-4.020233752010956
97.8078078078078,-4.066718345747667
97.85785785785785,-4.123728619259609
97.90790790790791,-4.181219607684324
97.95795795795796,-4.2416959137836265
98.008008008008,-4.278773313044222
98.05805805805807,-4.306203936399818
98.10810810810811,-4.376835159558863
98.15815815815816,-4.439443347299423
98.2082082082082,-4.467131334024646
98.25825825825825,-4.501740952062146
98.30830830830831,-4.543923898042068
98.35835835835836,-4.574999109677124
98.4084084084084,-4.618133334408508
98.45845845845847,-4.662978824536648
98.50850850850851,-4.669399556360415
98.55855855855856,-4.698966489150763
98.6086086086086,-4.742352376461961
98.65865865865865,-4.778923146434547
98.70870870870871,-4.795799471763768
98.75875875875876,-4.840346763187759
98.8088088088088,-4.876378137273788
98.85885885885887,-4.903607061594402
98.90890890890891,-4.937225751446834
98.95895895895896,-4.959743750116276
99.009009009009,-4.967100890185378
99.05905905905905,-4.99205603006702
99.10910910910911,-5.025313944973716
99.15915915915916,-5.04154144138756
99.2092092092092,-5.063788459927371
99.25925925925927,-5.091182615470329
99.30930930930931,-5.101164676057824
