freq_GHz	trans_5deg_0.0deg_X	trans_5deg_5.0deg_X	trans_5deg_10.0deg_X	trans_5deg_15.0deg_X	trans_5deg_20.0deg_X	trans_5deg_25.0deg_X	trans_5deg_30.0deg_X	trans_5deg_35.0deg_X	trans_5deg_40.0deg_X	trans_5deg_45.0deg_X	trans_5deg_50.0deg_X	trans_5deg_55.0deg_X	trans_5deg_60.0deg_X	trans_5deg_65.0deg_O	trans_5deg_70.0deg_X	trans_5deg_75.0deg_X	trans_5deg_80.0deg_X	trans_5deg_85.0deg_X	trans_5deg_90.0deg_X	trans_5deg_95.0deg_X	trans_5deg_100.0deg_X	trans_5deg_105.0deg_X	trans_5deg_110.0deg_X	trans_5deg_115.0deg_X	trans_5deg_120.0deg_X	trans_5deg_125.0deg_X	trans_5deg_130.0deg_X	trans_5deg_135.0deg_X	trans_5deg_140.0deg_X	trans_5deg_145.0deg_X	trans_5deg_150.0deg_X	trans_5deg_155.0deg_E	trans_5deg_160.0deg_X	trans_5deg_165.0deg_X	trans_5deg_170.0deg_X	trans_5deg_175.0deg_X	trans_5deg_180.0deg_X	trans_5deg_185.0deg_X	trans_5deg_190.0deg_X	trans_5deg_195.0deg_X	trans_5deg_200.0deg_X	trans_5deg_205.0deg_X	trans_5deg_210.0deg_X	trans_5deg_215.0deg_X	trans_5deg_220.0deg_X	trans_5deg_225.0deg_X	trans_5deg_230.0deg_X	trans_5deg_235.0deg_X	trans_5deg_240.0deg_X	trans_5deg_245.0deg_O	trans_5deg_250.0deg_X	trans_5deg_255.0deg_X	trans_5deg_260.0deg_X	trans_5deg_265.0deg_X	trans_5deg_270.0deg_X	trans_5deg_275.0deg_X	trans_5deg_280.0deg_X	trans_5deg_285.0deg_X	trans_5deg_290.0deg_X	trans_5deg_295.0deg_X	trans_5deg_300.0deg_X	trans_5deg_305.0deg_X	trans_5deg_310.0deg_X	trans_5deg_315.0deg_X	trans_5deg_320.0deg_X	trans_5deg_325.0deg_X	trans_5deg_330.0deg_X	trans_5deg_335.0deg_E	trans_5deg_340.0deg_X	trans_5deg_345.0deg_X	trans_5deg_350.0deg_X	trans_5deg_355.0deg_X	trans_5deg_360.0deg_X	trans_1deg_60.0deg_X	trans_1deg_61.0deg_X	trans_1deg_62.0deg_X	trans_1deg_63.0deg_X	trans_1deg_64.0deg_O	trans_1deg_65.0deg_X	trans_1deg_66.0deg_X	trans_1deg_67.0deg_X	trans_1deg_68.0deg_X	trans_1deg_69.0deg_X	trans_1deg_70.0deg_X	trans_1deg_150.0deg_X	trans_1deg_151.0deg_X	trans_1deg_152.0deg_X	trans_1deg_153.0deg_X	trans_1deg_154.0deg_E	trans_1deg_155.0deg_X	trans_1deg_156.0deg_X	trans_1deg_157.0deg_X	trans_1deg_158.0deg_X	trans_1deg_159.0deg_X	trans_1deg_160.0deg_X	trans_1deg_240.0deg_X	trans_1deg_241.0deg_X	trans_1deg_242.0deg_X	trans_1deg_243.0deg_X	trans_1deg_244.0deg_O	trans_1deg_245.0deg_X	trans_1deg_246.0deg_X	trans_1deg_247.0deg_X	trans_1deg_248.0deg_X	trans_1deg_249.0deg_X	trans_1deg_250.0deg_X	trans_1deg_330.0deg_X	trans_1deg_331.0deg_X	trans_1deg_332.0deg_X	trans_1deg_333.0deg_X	trans_1deg_334.0deg_E	trans_1deg_335.0deg_X	trans_1deg_336.0deg_X	trans_1deg_337.0deg_X	trans_1deg_338.0deg_X	trans_1deg_339.0deg_X	trans_1deg_340.0deg_X
90.0	-8.470893899449436	-10.011254350209436	-10.992103616209436	-10.593733827109435	-8.993415872099435	-7.107137719639435	-5.412321130279435	-3.983731786259435	-2.843844930179435	-1.975941220759435	-1.325322309979435	-0.8873021998444349	-0.657631973270435	-0.622866431716435	-0.772269467357435	-1.131787220479435	-1.679152647499435	-2.4636571803094354	-3.499509850979435	-4.801290074829435	-6.404537240509435	-8.239028970249436	-10.028782884109436	-10.980743447809436	-10.524219552509436	-9.123000184539436	-7.574900189879434	-6.3633556761794345	-5.415247956759435	-4.767177144529435	-4.449098626619435	-4.387005368709435	-4.591116467959435	-5.1189499297194345	-5.935414830689434	-7.0513348975194345	-8.477726975919436	-9.997287789829436	-10.979408303709436	-10.572193185309436	-9.000137368679436	-7.0816626944594345	-5.408097783569435	-3.9720542826694354	-2.823540488719435	-1.959761659149435	-1.313954512119435	-0.876817325595435	-0.6510247387924349	-0.613891521934435	-0.761276225093435	-1.118356625079435	-1.671748677729435	-2.4514885344494353	-3.482394496449435	-4.783105412959435	-6.403076688289435	-8.237484017849436	-10.025319139009436	-10.998339692609436	-10.522511521809436	-9.129986802579436	-7.599498311519435	-6.368219415189435	-5.431764165409435	-4.770442048549435	-4.438486615659435	-4.392119447239435	-4.603227654939435	-5.115181008819435	-5.931561032779435	-7.073937932499435	-8.490396539219436	-0.668539384845435	-0.646120528224435	-0.627128700260435	-0.617018083576435	-0.614317158702435	-0.6270456113854349	-0.635968128684435	-0.664665380958435	-0.6945867934264349	-0.7371454038654349	-0.7765835323374349	-4.430543939119435	-4.414763013369435	-4.394248048309435	-4.386940042019435	-4.376035729889435	-4.392147103789434	-4.406008759979435	-4.438954869749435	-4.471195737369435	-4.522800961979435	-4.589278737549435	-0.640288273338435	-0.629468540195435	-0.616052786354435	-0.606964746955435	-0.607137779239435	-0.616286257747435	-0.621753493789435	-0.6523281731644349	-0.684809962753435	-0.719010511878435	-0.762384394649435	-4.419040242679435	-4.4190016188694345	-4.396392385009435	-4.391076127529435	-4.3784561552994345	-4.3912363448194345	-4.408151666169434	-4.4402842917494345	-4.489535848149435	-4.535778085239435	-4.599568883419435
90.05005005005005	-8.467335053129714	-9.979947434143817	-10.920278072177373	-10.503859317936133	-8.920592398104825	-7.0479551462722645	-5.363006488072961	-3.924781939972149	-2.791414159283789	-1.9163508530701392	-1.269288904763652	-0.8396704135192592	-0.6145557330730459	-0.566817172745414	-0.7273700813343277	-1.0716359362063337	-1.622815700353221	-2.4040872803391093	-3.4489997262269356	-4.742656059424729	-6.345203403331124	-8.155849773093898	-9.934158109777668	-10.937643812316317	-10.474000931103795	-9.09577846368993	-7.583519034291732	-6.353224560400837	-5.413863879275918	-4.773474496496543	-4.444092464012472	-4.383400051537177	-4.591809985722467	-5.119293429444239	-5.922903121386613	-7.053747293918572	-8.460922263498807	-9.96773293100969	-10.910923609726522	-10.49111900995105	-8.912217344820506	-7.037469100992834	-5.340435395462768	-3.921026048331602	-2.7797253369061	-1.9098642627470594	-1.2617468238215916	-0.833588255807628	-0.6023646477063879	-0.5599125939640844	-0.7168327805947389	-1.0614840422031697	-1.6159403369168563	-2.3992525119313135	-3.421585438699357	-4.723285489704406	-6.324173201645362	-8.175294048765887	-9.948237962642928	-10.937931690197797	-10.494429036876868	-9.11282456920999	-7.593239917741199	-6.36010243570206	-5.412913176239871	-4.774105990225674	-4.435621801771458	-4.383541383867768	-4.6002921001767705	-5.111623835967434	-5.935104562805779	-7.06773605512879	-8.481778069750034	-0.6225676237351699	-0.5916221824091299	-0.5806770637656996	-0.5695461039265136	-0.56316400806524	-0.5728002657471194	-0.5913812992757927	-0.6150042861862736	-0.6456967013209386	-0.6913653240141348	-0.7226726855792576	-4.429430804426275	-4.40330345598951	-4.385876308899271	-4.379797326283465	-4.37423535208982	-4.381206537599037	-4.41156677139863	-4.4385552972874756	-4.477748345178345	-4.5288300593836235	-4.595104846007791	-0.5937873270969283	-0.5809335611679862	-0.5622912695177529	-0.5577731639364792	-0.560518074890274	-0.5669517907604	-0.5798350324689857	-0.6021931959296205	-0.6336123344018528	-0.6715273045400156	-0.7185802781025515	-4.434928778386737	-4.404499895308265	-4.385701152153906	-4.373572025308939	-4.3721999619403	-4.384961020693815	-4.407279302255996	-4.430572023706932	-4.48303333999172	-4.538076550012379	-4.603683494444258
90.10010010010011	-8.35037631873203	-9.829670618338977	-10.728236854836384	-10.311151681704452	-8.7529957207014	-6.932206196920028	-5.260917871298726	-3.864147428847033	-2.7357765349954315	-1.8821309298677538	-1.2368643073517576	-0.8052267995135199	-0.5836822986290038	-0.5439844989128715	-0.6949995594744871	-1.0426359348157015	-1.591650327013119	-2.365660878007173	-3.383298986875792	-4.6538480610652115	-6.229418475909516	-8.006535839959367	-9.760481009227215	-10.73254292346101	-10.300532397869919	-8.956706213730778	-7.475442603868184	-6.261115112430266	-5.334536810747793	-4.713202499497654	-4.3718602083024285	-4.31107778768423	-4.540051173969005	-5.0304370886763525	-5.831478757154521	-6.970877773981258	-8.331349543349367	-9.793859377369047	-10.719912858888838	-10.294403900613261	-8.751410368416144	-6.926113182214753	-5.252165022167193	-3.8472239520966127	-2.728006648202088	-1.8645326676799059	-1.2239058269184844	-0.8041954411924053	-0.5726661984919015	-0.530983438928571	-0.6887666379298326	-1.0352964828137796	-1.5805222236046008	-2.3545208550934493	-3.35828809751346	-4.645877120346513	-6.230959854179656	-8.03528119908205	-9.76100478739189	-10.739358714509459	-10.322314990348296	-8.979526323689615	-7.494278054425542	-6.261764815705662	-5.334654629612448	-4.7045007540441794	-4.374193811172528	-4.309498284882789	-4.54961360094387	-5.051122856897535	-5.849986951840858	-6.990400152614382	-8.368236687415934	-0.5954112951987063	-0.5677050105970218	-0.5564246689883962	-0.5445593728841067	-0.5457913643175745	-0.5539202522755012	-0.5669722205333761	-0.5895749570660248	-0.6221258986030408	-0.6578212320434413	-0.7036586290776156	-4.362078555561437	-4.326446156688194	-4.3088330526540295	-4.302974067138544	-4.301054211440036	-4.315938685716502	-4.333481253178033	-4.372356151409165	-4.4185685009695455	-4.487303061855752	-4.543255167885202	-0.5679622401987596	-0.5485057891356432	-0.5406928501264381	-0.5275471526389676	-0.5301629488340918	-0.5399679976823972	-0.556230705092065	-0.5776351732344772	-0.6123102574905602	-0.6484048065525064	-0.6937156301411702	-4.361917454766983	-4.341477212337524	-4.303762964386863	-4.302279232347622	-4.300660697162308	-4.308159512767173	-4.333254019506392	-4.372880813568785	-4.417894576855071	-4.47767052788404	-4.549794000519386
90.15015015015015	-8.25776698164353	-9.714873846839806	-10.603775872401041	-10.19211911466951	-8.670660941347286	-6.8283596084312475	-5.193486460232839	-3.819793601908605	-2.693404048311427	-1.8442702002380638	-1.2064867552098961	-0.783280370372097	-0.5509642699890788	-0.5204456301677186	-0.6665407069166436	-1.0157293415004214	-1.554094161970166	-2.3246404812180343	-3.333062441402749	-4.598145291871969	-6.160492819968726	-7.911028900921399	-9.6457082991596	-10.598674482307947	-10.182578929115154	-8.905831239865813	-7.429513915783769	-6.231516762442357	-5.302939425257102	-4.661791157340014	-4.333625893948512	-4.2787739481320255	-4.484235077905989	-4.994974811058002	-5.779667071294579	-6.88549699895533	-8.259671182858455	-9.699127959320949	-10.570602614848486	-10.161498674274554	-8.675567312181311	-6.836926102534042	-5.196331232059176	-3.804251572295332	-2.6790845776137693	-1.8305416052509167	-1.1955277714724484	-0.7698805102070695	-0.5466079965087726	-0.5110703147283433	-0.6582671932708986	-1.0024038579091001	-1.541921330902839	-2.312232478141908	-3.3029541749880638	-4.58629118885335	-6.152653349309837	-7.926284733014432	-9.627873647224764	-10.604007076872811	-10.20510945900975	-8.895265187127855	-7.444251676483319	-6.223268597949024	-5.306390613666621	-4.664760121607491	-4.328823369089022	-4.274495566114098	-4.49066948844647	-4.989143231512656	-5.792324853991306	-6.921454689066262	-8.270914195437975	-0.5705877488693917	-0.5371535047115296	-0.5253894720065537	-0.5186396345792085	-0.51395594311892	-0.5245681466716076	-0.5387500640761153	-0.5582534090792471	-0.5897670794433342	-0.6252513643215837	-0.6679963337841688	-4.3199099265472505	-4.295572229592116	-4.274525412114218	-4.271677103389683	-4.2599938799073716	-4.273196723270074	-4.3003575339000735	-4.324156254520284	-4.363575443037641	-4.426519398473467	-4.484146580942297	-0.5322839922808144	-0.5249637627460102	-0.511353277039953	-0.5040278991316678	-0.5026701120362261	-0.5075569107082831	-0.5203450048188566	-0.5485572994728087	-0.5850575408670193	-0.6138710511058147	-0.6536295325268144	-4.324746324031005	-4.300213050811064	-4.279942299410795	-4.276642027822627	-4.253153890005839	-4.275397269471635	-4.301662107385209	-4.328555386607221	-4.372535244743528	-4.4245513325801635	-4.4868896275034675
90.2002002002002	-8.163876772379725	-9.594002562579366	-10.432787442945802	-10.008854855722495	-8.50915168329781	-6.7373270522809126	-5.090769946495395	-3.7180656780391894	-2.6005154586513015	-1.7567703057799409	-1.1126369305731136	-0.6938944567918116	-0.46575620633901976	-0.43017750245273473	-0.5775406851433489	-0.9236223187304657	-1.4672869744396504	-2.230046581554625	-3.2332179345644043	-4.496025501403394	-6.036715169786477	-7.782482823789241	-9.464212555288382	-10.423217877701157	-10.061445087489469	-8.78198361346547	-7.364949901995842	-6.169175273760416	-5.250791706934239	-4.620542384220635	-4.30049000819522	-4.239631962824019	-4.452283485726471	-4.949169235043369	-5.740310017629376	-6.834311932276273	-8.173184086704161	-9.580573990996324	-10.411135896177633	-10.000328611187722	-8.516758810146289	-6.718282595743505	-5.081372967213745	-3.695779021177428	-2.592464219077248	-1.7438351372743952	-1.1067597188036347	-0.6908471220134961	-0.4577362177978088	-0.4170570181189405	-0.5731145674287679	-0.9113548840497874	-1.449534266063574	-2.2166001550670074	-3.2182371136454964	-4.47933727578005	-6.031283265690432	-7.786936849895367	-9.471984629613488	-10.429295911459617	-10.063504267938576	-8.79572383035314	-7.376378439541318	-6.1641666215944495	-5.249385021565382	-4.621967350730795	-4.3003272263028585	-4.243512068877603	-4.45696750964533	-4.962545127817343	-5.744356505000816	-6.850306943108925	-8.197821849319915	-0.4733615361367537	-0.445318061346351	-0.4281163996411468	-0.41938930156902055	-0.41979104928496497	-0.4350300037835704	-0.44269999059893655	-0.4690603677761989	-0.49969384972783787	-0.5310253220883692	-0.5837220610802805	-4.291602720107512	-4.272914465700567	-4.244867336979866	-4.230125411232227	-4.230740017581347	-4.237656178750856	-4.267368048140737	-4.291600088192578	-4.338926279252038	-4.387534168966901	-4.443234959861957	-0.4489252613598607	-0.4271595898462125	-0.4159689009312547	-0.4095290763308495	-0.41298153680894994	-0.4183955009168306	-0.4322142897613182	-0.45781417834618504	-0.48493105442258533	-0.5226837044970649	-0.5689610527211518	-4.286749788449284	-4.268190262411327	-4.23956855255444	-4.233838639556703	-4.234855681668083	-4.2470999510803855	-4.267673020107874	-4.296258402038314	-4.336041138556322	-4.395917236364049	-4.454319111192577
90.25025025025025	-8.087387619800229	-9.477672386231053	-10.346272500361657	-9.971476870148413	-8.490499742052908	-6.7230102218916645	-5.103584200547889	-3.7297608862109515	-2.609894737005646	-1.7578419752545538	-1.122260408370299	-0.6961654409289119	-0.470597770850244	-0.43064392703184634	-0.5849638595723665	-0.935225397451215	-1.4736577802374866	-2.2387252350472067	-3.2498886568661955	-4.496840129277157	-6.0354638040182	-7.7667006045466405	-9.415372158563898	-10.343079293275173	-9.932850664220384	-8.686094668065808	-7.281307065587067	-6.092160671933122	-5.182064926313002	-4.560410089814663	-4.228061973640698	-4.164395173641969	-4.384901679446575	-4.8674581404170745	-5.650377711035313	-6.737949495695526	-8.07161262660034	-9.47036487157964	-10.330196640527925	-9.934722744079304	-8.484584554667551	-6.717633235690794	-5.084516252496067	-3.703344103581672	-2.5901325319562662	-1.7434004494059652	-1.1067313007262949	-0.6808476231010655	-0.457652505079223	-0.4245535856149599	-0.570469245014266	-0.9179549762087545	-1.457115668443192	-2.221714867264644	-3.2217274459243646	-4.492688878535796	-6.0209640394753565	-7.769963010307771	-9.412419845401114	-10.32747940756416	-9.964075925957582	-8.705953865573445	-7.283780997472333	-6.091783235032822	-5.166880009785784	-4.557081510124672	-4.225213982809197	-4.166468596691348	-4.389821964470839	-4.882230318837146	-5.6666083877760745	-6.760231239317618	-8.10816799605063	-0.47493808394945397	-0.4515392077295677	-0.4340519826460746	-0.42808248854299263	-0.4200990218674196	-0.438110154832888	-0.4499441345129333	-0.4747020159056064	-0.49978324494771004	-0.5341983831458345	-0.5785992635513189	-4.218008804378666	-4.181085402079426	-4.1592356719684345	-4.152630705029506	-4.16019345644199	-4.1639147537586965	-4.1844139144583865	-4.216635785910778	-4.26056767919041	-4.324992792034803	-4.375624078419197	-0.45135185598111477	-0.43985002404959456	-0.4254197042575193	-0.4150325972583651	-0.4134221685080215	-0.4225997775180644	-0.4337808382829876	-0.4604535892935306	-0.48950119778757345	-0.5235144083218078	-0.5736861602575967	-4.218438223686604	-4.189562860331329	-4.164713889399116	-4.152068202816594	-4.152610018700497	-4.168390947310497	-4.176769221046894	-4.22081338680226	-4.262230512514862	-4.322316566636755	-4.390694898664384
90.30030030030031	-8.040342052030264	-9.405648327769155	-10.226486007335131	-9.835935832108676	-8.387663986196813	-6.6466961382763285	-5.033491979816358	-3.6731054320719125	-2.5568614209794194	-1.723494407980382	-1.0924608506672595	-0.663535744546256	-0.44113838776794695	-0.4041739615086046	-0.5490149994901861	-0.9039116501481872	-1.4387022109754866	-2.2007668680241648	-3.21349123895819	-4.458253190651373	-5.977188616150171	-7.669824705073205	-9.304826609329485	-10.19002945537417	-9.827190071582608	-8.60235842173576	-7.22890365048861	-6.064207797617108	-5.149644183289359	-4.530064356898728	-4.216996316399778	-4.150793239130499	-4.363253530762029	-4.851716765017676	-5.6395269760911315	-6.6915126537451535	-8.01715734158801	-9.38341536711696	-10.20078331029279	-9.819301383603749	-8.398136713455221	-6.625945085844946	-5.022945480270802	-3.6510981550097203	-2.547507375897708	-1.7047457948824232	-1.077765998868562	-0.6547097189320455	-0.4278918353136403	-0.39177611851769745	-0.5399953856874231	-0.8865680975272621	-1.4241278113910425	-2.1873567673259067	-3.172160856323324	-4.440952659341283	-5.964496903562123	-7.677404323824707	-9.310362877754349	-10.190414785599696	-9.846046423735702	-8.628370796561077	-7.234291662646689	-6.06260748772864	-5.154983566654975	-4.539704510722633	-4.208017975324734	-4.166781676393054	-4.365368584225214	-4.85453449459296	-5.646898460424764	-6.714532153706566	-8.038217033673476	-0.44850446204485084	-0.4168810696424568	-0.40738203071231666	-0.39968086547682363	-0.39827339083888713	-0.4037794465989825	-0.42535569580455673	-0.44476609076408785	-0.4756658246959379	-0.5060557411269335	-0.5501688573488825	-4.210816210422812	-4.182651557328098	-4.168856874572001	-4.1542572978460255	-4.153659820877948	-4.1532816045280665	-4.174334119719328	-4.208629416595665	-4.232995010680078	-4.302541803274282	-4.358728751376654	-0.42344540980769435	-0.40789087610163743	-0.3952387958528657	-0.38511078230917556	-0.3875041354917068	-0.3984272255941365	-0.4060941623703219	-0.4268866447744779	-0.458949591630187	-0.48983786697136356	-0.5388317755782253	-4.208134448175154	-4.18346609543035	-4.155855902292151	-4.1477568861602	-4.150635017974795	-4.159914957839389	-4.176266956937466	-4.206989416096296	-4.2562776216507405	-4.304413904627827	-4.3611157709852435
90.35035035035035	-7.955400730385733	-9.289737591149036	-10.105421713057106	-9.702532956778649	-8.272805954235869	-6.562661635375858	-4.952071527326516	-3.6004476862146135	-2.4881920907457524	-1.643380162104251	-1.0066042631269791	-0.580604392117694	-0.3553604235287558	-0.3184871292215878	-0.47547520041210883	-0.8180078383088785	-1.363072796734472	-2.1302226059760545	-3.128379723442452	-4.374983913533286	-5.903050721935389	-7.581026043845533	-9.199365908428831	-10.064822898084566	-9.697323111307128	-8.505685499345978	-7.142817402255803	-5.988672047867393	-5.089668714477401	-4.479166638490293	-4.1645568918179805	-4.1015592547301125	-4.32118261754663	-4.810627985034378	-5.570890960739964	-6.642641152928762	-7.938438805001448	-9.290931223853628	-10.07914282487705	-9.70503791744803	-8.281896744390147	-6.544702538010181	-4.945785031294975	-3.5787992009583975	-2.4809886337560445	-1.634615331907535	-0.998956009122776	-0.5740317842993209	-0.34622625619163855	-0.3083886691106537	-0.46901021474521565	-0.8034089104918037	-1.3458342763247924	-2.1138452385648425	-3.1014516303334223	-4.359144099112984	-5.879200627481244	-7.58529721174434	-9.189101147090451	-10.064514909090343	-9.706808299744086	-8.518586065667757	-7.1410060057619065	-5.981530987096992	-5.088535153700494	-4.478532261780012	-4.155556821951805	-4.094143956739562	-4.320572377676169	-4.819518129379573	-5.583844024965998	-6.659061538793577	-7.96525482132242	-0.3626901749498118	-0.3387409662114675	-0.31769069613463424	-0.3165550413798996	-0.30984666169797503	-0.32317747927864393	-0.3377609418091526	-0.3618687034676599	-0.3905470766110065	-0.436723301439212	-0.4799555361572091	-4.156461889427751	-4.118724521328521	-4.107582629488373	-4.097546814186679	-4.091926779220293	-4.101350840611114	-4.122169981006069	-4.151905078893265	-4.187885319735407	-4.253858138594917	-4.311707914755978	-0.3414116448296031	-0.32433704704115	-0.31099824697213035	-0.2952519025659663	-0.30035071701831817	-0.3084837212463352	-0.324702822727073	-0.34791369808157785	-0.37505621796782446	-0.4133831569746825	-0.46485446390856083	-4.14792338027672	-4.1295629855381515	-4.101031603151956	-4.091216451283957	-4.084429679796789	-4.100136233270824	-4.125965568509112	-4.143499414473756	-4.193180182542093	-4.246836997351203	-4.32030061867769
90.4004004004004	-7.809307835467708	-9.151904409339407	-9.937476036532601	-9.542897936205051	-8.171439269741475	-6.47023682656891	-4.8873198727947225	-3.5402947084118686	-2.449325837748935	-1.6048187994549807	-0.9739542707739645	-0.5558243517239527	-0.3235709239252347	-0.28518587182176586	-0.4372073780501013	-0.7809265786773618	-1.3173405526152502	-2.0706993090675625	-3.062943319288553	-4.2852370222081335	-5.79353626412207	-7.438667370975393	-9.027222949924575	-9.879722600568423	-9.515616114896167	-8.332850236296853	-6.99873454349241	-5.854982146616473	-4.979305377692629	-4.381087360060758	-4.063472464378315	-4.0064705462184955	-4.217627637121498	-4.704790104954472	-5.455816369732249	-6.53382499473939	-7.800285016796458	-9.094738672549532	-9.902063449567272	-9.517350415076633	-8.15361982599817	-6.457853220464174	-4.865390318991809	-3.514782715705482	-2.426554669949695	-1.5899254748151808	-0.9648809476373901	-0.5361781883245799	-0.31533060263755136	-0.27625068769923744	-0.42375569558523296	-0.761846887977275	-1.2998263983674119	-2.0644926920835003	-3.0369968577647906	-4.273241513821068	-5.781399421008227	-7.459086049293425	-9.00988856555965	-9.86971926245732	-9.531972119146058	-8.36717997714837	-7.022424844996276	-5.857737395717464	-4.972383611413179	-4.379741895531459	-4.050950115367392	-4.001956617615733	-4.226813012875863	-4.710823044870277	-5.486558688519809	-6.550205202178257	-7.822375535826375	-0.3310122187267516	-0.3069815455326955	-0.2900260873462574	-0.2877211674983978	-0.2777829950471665	-0.28888293141540733	-0.30173922627612526	-0.327600958004936	-0.3636525617422539	-0.3974631568469657	-0.439908673975509	-4.048298594339956	-4.024577584812259	-3.99294531773495	-3.9979573261379255	-3.996367679211258	-3.999002732653009	-4.027845403315192	-4.054884304497846	-4.100099732666513	-4.1606728036401375	-4.224028234228907	-0.30466786872574153	-0.2941424016255692	-0.27738843535854346	-0.2704777152405565	-0.26992684800936834	-0.27823208138100886	-0.2938269770073172	-0.3138966844797624	-0.3468870032971895	-0.3835586763316589	-0.43046409826724286	-4.049197837140958	-4.022093029811078	-3.9946553581632998	-3.9862894475957207	-3.9978117757693363	-4.002302187567374	-4.033203237267085	-4.053248127765461	-4.10413522224229	-4.156211835951659	-4.229217273560508
90.45045045045045	-7.777550142763018	-9.061435179266265	-9.83665522543573	-9.458858794591846	-8.113840128515086	-6.428908558177694	-4.877728642242648	-3.5365316262393143	-2.4502866328552595	-1.612305890995801	-0.9903793781967033	-0.5613782772310448	-0.3399996527915762	-0.3044259652870636	-0.4473453734610086	-0.7894029495112971	-1.3292704848839096	-2.0819314316853497	-3.076566785978234	-4.296931863496973	-5.789406011369406	-7.431489845245354	-8.998937705205813	-9.813023115731037	-9.474865693902482	-8.32990715484446	-6.9963931260061685	-5.8530996550596806	-4.976198831791931	-4.373313095790849	-4.055622710429947	-4.001509133358326	-4.2138142839475154	-4.699890235119679	-5.453235814835537	-6.502250129707611	-7.761743326039058	-9.047162498033023	-9.83190213841906	-9.42992266622626	-8.1044927670286	-6.42871596321229	-4.866283300351116	-3.5152073267554393	-2.430669047408051	-1.5973676492785032	-0.971750177909872	-0.5545891307200271	-0.3288362969925223	-0.28641839190885543	-0.4379451907136115	-0.7764641165967751	-1.3156163720661627	-2.0618160787166113	-3.040966774560755	-4.271548713247602	-5.765692345327423	-7.424065327457696	-8.966583178520219	-9.823243712110857	-9.489504448598339	-8.319806429312026	-7.004621256169863	-5.858689294877789	-4.974287028383372	-4.370854579245353	-4.0629878705935525	-4.004884667888416	-4.2206381458669755	-4.712055085604904	-5.464758842509772	-6.529971848328963	-7.798979767405544	-0.3441992838338462	-0.3205571122238647	-0.3007193911146748	-0.2959923830089003	-0.2949855119495314	-0.3012395891753605	-0.3204915044241985	-0.3390980028589816	-0.370108405075008	-0.411283088559657	-0.4561378575894231	-4.054505059983102	-4.026012491129768	-4.002866293530308	-3.9855178493842702	-3.98979939600238	-3.9994701862530104	-4.026868894965173	-4.046354742334181	-4.096757355707876	-4.157793805004904	-4.2102872956130115	-0.31812327106440486	-0.3086284603054779	-0.2899602579076393	-0.28237775075233285	-0.2820603699801619	-0.2910902604834867	-0.2981158996991702	-0.32884034863185596	-0.3559446040810363	-0.39335428688141466	-0.4368744013243419	-4.048877982004994	-4.022932550525083	-3.9941769307988655	-3.996583341076256	-3.990108747336975	-4.00287882232085	-4.017230993589856	-4.054095029423461	-4.094326974707786	-4.15575398155076	-4.219055183964272
