freq,trans_dB
90.0,-11.892001656498115
90.05005005005005,-11.815506195358829
90.10010010010011,-11.619406736218027
90.15015015015015,-11.463777931756047
90.2002002002002,-11.296873411263087
90.25025025025025,-11.204068478942972
90.30030030030031,-11.084717549565843
90.35035035035035,-10.967308433287306
90.4004004004004,-10.783486021376508
90.45045045045045,-10.688864432167831
90.50050050050051,-10.521829638045178
90.55055055055055,-10.397019928733695
90.6006006006006,-10.237811256675744
90.65065065065065,-10.16240187295778
90.70070070070071,-9.985127645310689
90.75075075075075,-9.87565350368901
90.8008008008008,-9.781181749666791
90.85085085085085,-9.63666836518505
90.90090090090091,-9.488735821718379
90.95095095095095,-9.353103924723692
91.001001001001,-9.241536120122605
91.05105105105105,-9.096909956685172
91.10110110110111,-9.015023878505929
91.15115115115115,-8.829806808768195
91.2012012012012,-8.728873153705097
91.25125125125125,-8.663667521820868
91.30130130130131,-8.52851491679797
91.35135135135135,-8.410626024625193
91.4014014014014,-8.296393394716373
91.45145145145145,-8.195519958244486
91.50150150150151,-8.081406877720836
91.55155155155155,-7.990998704182732
91.6016016016016,-7.902706869398175
91.65165165165165,-7.784646714474199
91.70170170170171,-7.669254628718014
91.75175175175175,-7.621539742527021
91.8018018018018,-7.569480526550683
91.85185185185185,-7.430012583749732
91.90190190190191,-7.369301419870878
91.95195195195195,-7.270251452471725
92.002002002002,-7.175875946326076
92.05205205205205,-7.098579124803791
92.10210210210211,-7.05122486339816
92.15215215215215,-6.921980739794481
92.2022022022022,-6.871320945532816
92.25225225225225,-6.830765634466958
92.30230230230231,-6.773933118812475
92.35235235235236,-6.704825570143234
92.4024024024024,-6.607215122528377
92.45245245245245,-6.5944291066173815
92.50250250250251,-6.529744057854414
92.55255255255256,-6.492964207236163
92.6026026026026,-6.445183593160941
92.65265265265265,-6.358221401118912
92.70270270270271,-6.315429485620582
92.75275275275276,-6.3117144453939416
92.8028028028028,-6.263812994418969
92.85285285285285,-6.202895961934874
92.90290290290291,-6.152747851698769
92.95295295295296,-6.1414412449313325
93.003003003003,-6.118029823569307
93.05305305305305,-6.154254740419704
93.10310310310311,-6.0777446774451205
93.15315315315316,-6.02983896721033
93.2032032032032,-6.0221300220630996
93.25325325325325,-6.085241076530915
93.30330330330331,-6.0358372897521395
